id,timestamp,country,platform_fee,ai_price,advanced_price,basic_marketing_price,basic_utility_price,user_name,currency,ai_rate_card_price,advanced_rate_card_price,basic_marketing_rate_card_price,basic_utility_rate_card_price,ai_volume,advanced_volume,basic_marketing_volume,basic_utility_volume,bot_ui_manday_rate,custom_ai_manday_rate,bot_ui_mandays,custom_ai_mandays,calculation_id,calculation_route,committed_amount,region,voice_notes_price,voice_notes_model,voice_notes_rate,channel_type,voice_mandays,voice_dev_cost,voice_platform_fee,whatsapp_setup_fee,pstn_inbound_ai_minutes,pstn_inbound_committed,pstn_outbound_ai_minutes,pstn_outbound_committed,pstn_manual_minutes,pstn_manual_committed,whatsapp_voice_outbound_minutes,whatsapp_voice_inbound_minutes,voice_cost_pstn_inbound,voice_cost_pstn_outbound,voice_cost_pstn_manual,voice_cost_wa_outbound,voice_cost_wa_inbound,voice_total_cost,ai_agent_model,ai_agent_complexity
406,2025-08-07 14:00:26.989702,India,150000.0,1.0,0.25,0.15,0.03,Nikhil,₹,1.0,0.25,0.15,0.03,0.0,500000.0,0.0,0.0,20000.0,30000.0,6.5,0.0,ea69dd26-567d-4896-9631-88db2eb26ce1,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
405,2025-08-07 13:53:47.108081,India,200000.0,0.9,0.45,0.15,0.03,Nikhil,₹,0.9,0.45,0.15,0.03,175000.0,50000.0,0.0,0.0,20000.0,30000.0,9.5,10.0,42be8227-fa38-4456-9123-26a6aebdc3c8,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
499,2025-08-07 12:30:30.856283,Africa,2500.0,0.0035,0.0,0.0379,0.0076,Saathwik,$,,,,,,,,,300.0,420.0,5.0,3.0,africa_sample_487959,volumes,5000.0,South Africa,,,,,,,,,,,,,,,,,,,,,,,,
404,2025-08-07 10:33:37.318063,India,100000.0,1.0,0.4,0.02,0.02,Kat,₹,1.0,0.45,0.12,0.024,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,10.5,0.0,120f3805-bcc0-4ae3-ba28-21c2c438b1b8,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
403,2025-08-07 10:33:13.569879,India,100000.0,1.0,0.45,0.12,0.024,Kat,₹,1.0,0.45,0.12,0.024,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,10.5,0.0,4df8181b-08a3-4b38-b89c-bd71485ff066,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
402,2025-08-07 10:32:46.425384,India,150000.0,0.85,0.45,0.02,0.024,Kat,₹,1.0,0.45,0.12,0.024,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,10.5,0.0,71144247-28f4-49ab-b7fc-8d132ebf8074,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
401,2025-08-07 10:31:41.913196,India,150000.0,0.95,0.45,0.12,0.024,Kat,₹,0.95,0.45,0.12,0.024,50000.0,50000.0,100000.0,100000.0,20000.0,30000.0,10.5,0.0,8f77cac6-c978-4666-b5b0-5008af31e9d8,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
400,2025-08-07 09:39:04.737769,India,225000.0,0.95,0.45,0.12,0.024,Ankit,₹,0.95,0.45,0.12,0.024,50000.0,50000.0,100000.0,100000.0,20000.0,30000.0,3.5,0.0,daa0056c-8c4f-4870-8f03-28be4541a2c7,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
399,2025-08-07 05:53:47.826601,India,250000.0,0.9,0.5,0.02,0.024,Kat,₹,0.95,0.45,0.12,0.024,50000.0,50000.0,100000.0,100000.0,20000.0,30000.0,12.5,20.0,79b0ac0d-5be2-42ff-b1f2-b4cb7e4f4a35,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
398,2025-08-07 05:52:53.821040,India,250000.0,0.95,0.2,0.02,0.024,Kat,₹,0.95,0.45,0.12,0.024,50000.0,50000.0,100000.0,100000.0,20000.0,30000.0,12.5,20.0,7367708c-d363-4041-a792-a1e161ca92b7,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
397,2025-08-07 03:53:03.733152,India,150000.0,1.0,0.2,0.15,0.03,Mridul,₹,1.0,0.2,0.15,0.03,0.0,800000.0,0.0,0.0,20000.0,30000.0,4.5,0.0,a1c1e497-9377-4c8c-8367-da13a7306ddc,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
396,2025-08-07 03:50:22.863574,India,150000.0,1.0,0.3,0.15,0.03,Mridul,₹,1.0,0.3,0.15,0.03,0.0,350000.0,0.0,0.0,20000.0,30000.0,4.5,0.0,41d4e580-18d7-4637-acd7-a8e055db1926,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
395,2025-08-07 03:49:44.175538,India,150000.0,1.0,0.3,0.15,0.03,Mridul,₹,1.0,0.3,0.15,0.03,0.0,250000.0,0.0,0.0,20000.0,30000.0,4.5,0.0,4e899aad-699b-4fdf-b87a-c085e5f34867,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
394,2025-08-07 03:49:08.557711,India,150000.0,1.0,0.4,0.15,0.03,Mridul,₹,1.0,0.4,0.15,0.03,0.0,150000.0,0.0,0.0,20000.0,30000.0,4.5,0.0,200592c6-64fd-4bd8-8f89-9d61b1efdcb0,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
393,2025-08-07 03:48:41.622270,India,150000.0,1.0,0.45,0.15,0.03,Mridul,₹,1.0,0.45,0.15,0.03,0.0,50000.0,0.0,0.0,20000.0,30000.0,4.5,0.0,e582a06a-6207-4e43-a6d2-9d9b4a85cd37,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
392,2025-08-07 03:47:29.063916,India,150000.0,1.0,0.5,0.15,0.03,Mridul,₹,1.0,0.5,0.15,0.03,0.0,30000.0,0.0,0.0,20000.0,30000.0,4.5,0.0,034fce38-7268-43b7-9d59-5b2169cc8a41,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
391,2025-08-06 14:52:43.663741,India,200000.0,0.9,0.45,0.15,0.03,Nikhil,₹,0.9,0.45,0.15,0.03,175000.0,50000.0,0.0,0.0,20000.0,30000.0,9.5,10.0,6ca15561-659e-4d6c-ad61-7eed7b9bf676,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
390,2025-08-06 14:46:39.501201,India,200000.0,0.8,0.45,0.15,0.03,Nikhil,₹,0.8,0.45,0.15,0.03,315000.0,140000.0,0.0,0.0,20000.0,30000.0,9.5,10.0,4e639975-db7e-48d9-8166-4d3ea23fc8f3,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
388,2025-08-06 09:37:06.803819,India,100000.0,1.0,0.45,0.15,0.024,Nikhil,₹,1.0,0.45,0.15,0.024,0.0,50000.0,0.0,100000.0,20000.0,30000.0,5.5,0.0,61f837c7-4089-44f3-bdf8-7e850ffe47d7,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
387,2025-08-06 09:00:27.945535,India,100000.0,1.0,0.45,0.12,0.03,Nikhil,₹,1.0,0.45,0.12,0.03,0.0,50000.0,50000.0,0.0,20000.0,30000.0,5.5,0.0,b9ac6d8d-c04f-4979-a6fd-722b3a42fe28,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
386,2025-08-06 08:59:19.621371,India,100000.0,1.0,0.45,0.15,0.03,Nikhil,₹,1.0,0.45,0.15,0.03,0.0,100000.0,0.0,0.0,20000.0,30000.0,5.5,0.0,3581ede2-20ac-44f7-9bd2-bf5f24c8f841,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
385,2025-08-06 07:08:19.909787,India,100000.0,0.95,0.45,0.12,0.024,Nikhil,₹,1.0,0.5,0.15,0.03,0.0,0.0,0.0,0.0,20000.0,30000.0,5.5,0.0,8ea7a6b8-b012-414d-990c-afd60dbb1d39,bundle,50000.0,North,,,,,,,,,,,,,,,,,,,,,,,,
384,2025-08-06 06:46:55.073026,India,100000.0,1.0,0.5,0.05,0.015,Abhiraj,₹,1.0,0.35,0.05,0.015,0.0,200000.0,500000.0,200000.0,20000.0,30000.0,7.5,0.0,895cbc54-2950-425f-8c5f-8a50b2722a43,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
383,2025-08-06 06:44:39.195742,India,100000.0,1.0,0.35,0.05,0.015,Abhiraj,₹,1.0,0.35,0.05,0.015,0.0,200000.0,500000.0,200000.0,20000.0,30000.0,5.5,0.0,7c397407-3ecb-4ee9-ba38-8e04c2c35a2a,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
382,2025-08-06 05:08:13.904211,India,100000.0,1.0,0.5,0.15,0.03,Mridul,₹,1.0,0.5,0.15,0.03,0.0,20000.0,0.0,0.0,20000.0,30000.0,10.0,0.0,e89c95cd-7b9f-4c21-ad2f-98bba1400f85,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
381,2025-08-05 16:42:48.239217,India,100000.0,0.95,0.45,0.05,0.015,Abhiraj,₹,1.0,0.45,0.05,0.015,0.0,100000.0,500000.0,200000.0,20000.0,30000.0,5.5,0.0,ec85af69-7224-4f17-bf4f-6fda89f29dc3,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
380,2025-08-05 15:44:30.037753,India,150000.0,0.95,0.45,0.05,0.015,Abhiraj,₹,0.95,0.45,0.05,0.015,50000.0,50000.0,500000.0,200000.0,20000.0,30000.0,6.5,20.0,622ce61c-b7e9-43b3-8573-e164486148bd,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
379,2025-08-05 15:40:26.849265,India,150000.0,0.95,0.45,0.05,0.015,Abhiraj,₹,0.95,0.45,0.05,0.015,50000.0,50000.0,500000.0,200000.0,20000.0,30000.0,6.5,10.0,e2f1252a-eb20-43a3-864c-486047153d60,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
377,2025-08-05 09:30:05.277423,MENA,1650.0,0.0267,0.0082,0.0041,0.0041,Siddharth,$,0.0267,0.0082,0.0041,0.0041,0.0,10000.0,30000.0,50000.0,300.0,500.0,8.5,0.0,5202909f-63f7-4ee6-b370-475984778d61,volumes,,UAE,,,,,,,,,,,,,,,,,,,,,,,,
376,2025-08-05 07:43:09.928764,India,100000.0,1.0,0.5,0.15,0.03,Mridul,₹,1.0,0.5,0.15,0.03,0.0,20000.0,0.0,0.0,20000.0,30000.0,22.0,0.0,8e66a29d-ae17-4da5-a9bf-517af9008242,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
373,2025-08-05 06:30:24.139685,India,150000.0,1.0,0.5,0.15,0.03,Puru,₹,1.0,0.5,0.15,0.03,0.0,0.0,0.0,0.0,20000.0,30000.0,6.5,0.0,12240e24-5d1e-45d9-aa89-a0fe115dae1a,volumes,0.0,West,,,,,,,,,,,,,,,,,,,,,,,,
372,2025-08-05 06:29:49.520641,India,100000.0,1.0,0.5,0.15,0.03,Puru,₹,1.0,0.5,0.15,0.03,0.0,0.0,0.0,0.0,20000.0,30000.0,6.5,0.0,8d31b4b5-324c-48ee-9e6b-a8f315ebe777,volumes,0.0,West,,,,,,,,,,,,,,,,,,,,,,,,
371,2025-08-04 09:57:25.724933,India,100000.0,1.0,0.15,0.15,0.03,Adwit,₹,1.0,0.15,0.15,0.03,0.0,20000000.0,0.0,0.0,20000.0,30000.0,16.5,0.0,be71064a-e323-4aa1-8b31-8695a36856e9,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
370,2025-08-04 09:00:01.922804,India,200000.0,1.0,0.06,0.15,0.03,Ankit,₹,1.0,0.15,0.15,0.03,0.0,20000000.0,0.0,0.0,20000.0,30000.0,0.0,0.0,979e42c6-ef59-4918-a403-b5c9e2a0300c,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
369,2025-08-04 08:59:45.161537,India,200000.0,1.0,0.15,0.15,0.03,Ankit,₹,1.0,0.15,0.15,0.03,0.0,20000000.0,0.0,0.0,20000.0,30000.0,0.0,0.0,641e4ea3-3d5a-4f2b-b805-0b3baa15fdef,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
358,2025-08-01 06:38:16.997787,India,150000.0,1.0,0.5,0.15,0.03,Puru,₹,1.0,0.5,0.15,0.03,0.0,0.0,0.0,0.0,20000.0,30000.0,3.5,10.0,446f0866-fa43-4328-8aa3-7137ad32645d,volumes,0.0,West,,,,,,,,,,,,,,,,,,,,,,,,
357,2025-08-01 06:30:57.192459,India,175000.0,0.8,0.5,0.15,0.03,Puru,₹,1.0,0.5,0.15,0.03,5000.0,5000.0,5000.0,5000.0,20000.0,30000.0,8.0,10.0,5f764345-d69b-4516-84da-fba730fcfcee,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
355,2025-07-31 11:53:09.001045,India,100000.0,0.5,0.2,0.02,0.03,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,9.5,0.0,e290b6ca-8ae4-4f60-a9e8-84bd25142850,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
354,2025-07-31 11:52:22.888668,India,100000.0,0.5,0.3,0.02,0.02,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,9.5,0.0,da336c6a-173a-4b6f-931c-68099132f703,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
353,2025-07-31 11:51:51.341526,India,100000.0,0.5,0.8,0.15,0.03,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,9.5,0.0,ef4187c5-8e9f-4d10-ba7e-19fa1e4fbcd9,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
352,2025-07-31 11:49:24.115032,India,100000.0,0.5,0.5,0.15,0.03,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,9.5,0.0,bbc32ef4-49e7-48f6-8db1-fda6847a63f6,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
351,2025-07-31 10:19:47.001272,India,150000.0,0.5,0.45,0.12,0.025,Ankit,₹,1.0,0.45,0.12,0.03,0.0,250000.0,1000000.0,0.0,20000.0,30000.0,0.0,0.0,6aa91be9-b8b9-45b9-a2de-660043ec2a8a,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
350,2025-07-31 10:16:26.517574,India,150000.0,1.0,0.5,0.15,0.03,Ankit,₹,1.0,0.5,0.15,0.03,0.0,0.0,0.0,0.0,20000.0,30000.0,0.0,0.0,da71921f-5d1a-4e07-bb7a-fc6efbdf2082,volumes,0.0,South,,,,,,,,,,,,,,,,,,,,,,,,
348,2025-07-31 09:34:34.788661,India,100000.0,0.5,0.5,0.1,0.025,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,0.0,0.0,20000.0,30000.0,8.5,0.0,c8c43143-3003-4afe-91c5-88bfc960d7f4,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
347,2025-07-31 09:34:17.176708,India,100000.0,0.5,0.5,0.1,0.025,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,0.0,0.0,20000.0,30000.0,8.5,0.0,98405a90-e56a-4794-928d-6a5444961fc9,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
346,2025-07-31 09:33:57.996780,India,100000.0,0.5,0.5,0.1,0.025,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,0.0,0.0,20000.0,30000.0,8.5,0.0,43866101-f220-442d-bbfd-5d60333ae0d3,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
345,2025-07-31 07:16:29.173237,India,100000.0,0.5,0.5,0.1,0.025,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,0.0,0.0,20000.0,30000.0,6.5,0.0,e37231aa-dc08-45d9-8b10-dcb081d88d8c,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
344,2025-07-31 07:15:33.573271,India,100000.0,0.5,0.5,0.02,0.02,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,5.5,0.0,1e0e33e6-68f9-4536-8528-32dadbe19638,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
343,2025-07-31 06:53:17.097521,India,150000.0,0.95,0.25,0.15,0.025,Mridul,₹,0.95,0.5,0.15,0.03,100000.0,0.0,10000.0,0.0,20000.0,30000.0,14.0,40.0,b6e07fe8-eb23-4ac1-abdc-6d9d91b8721d,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
342,2025-07-31 06:21:33.199865,India,150000.0,0.95,0.25,0.15,0.025,Mridul,₹,0.95,0.5,0.15,0.03,100000.0,0.0,10000.0,0.0,20000.0,30000.0,14.0,20.0,2589241a-8017-4693-af49-bd781ade1437,volumes,,West,,,,,,,,,,,,,,,,,,,,,,,,
339,2025-07-30 07:25:42.879724,India,150000.0,1.0,0.5,0.15,0.03,Mridul,₹,1.0,0.5,0.15,0.03,0.0,0.0,0.0,0.0,20000.0,30000.0,14.0,20.0,0c406505-67aa-4ca9-a1a3-ed06597ae783,volumes,0.0,West,,,,,,,,,,,,,,,,,,,,,,,,
338,2025-07-30 07:05:22.787583,India,50000.0,0.5,0.5,0.15,0.03,Gourav,₹,1.0,0.5,0.15,0.03,0.0,10000.0,50000.0,50000.0,20000.0,30000.0,0.0,0.0,e74f83aa-52a4-4615-beab-4668c412bdba,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
337,2025-07-29 10:51:54.236350,India,100000.0,0.5,0.5,0.02,0.02,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,5.5,0.0,1e0e33e6-68f9-4536-8528-32dadbe19638,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
336,2025-07-29 10:46:04.961636,India,100000.0,0.5,0.5,0.15,0.03,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,6.5,0.0,46e5f534-cc23-4d06-a51b-6514b9b5a3e5,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
331,2025-07-28 10:40:54.263619,India,100000.0,0.5,0.2,0.02,0.02,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,12.5,0.0,cbc05ca5-eb12-4675-acf6-ff1abc3912bf,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
329,2025-07-28 10:32:57.237147,India,100000.0,1.0,0.2,0.02,0.02,Kat,₹,1.0,0.5,0.15,0.03,0.0,50000.0,100000.0,100000.0,20000.0,30000.0,10.5,0.0,d2296019-c6d3-4f3c-9232-ec6b1df01fc8,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
328,2025-07-28 06:34:49.236436,India,100000.0,0.5,0.25,0.15,0.025,Saurabh,₹,1.0,0.5,0.15,0.03,0.0,0.0,10000.0,0.0,20000.0,30000.0,8.5,0.0,377b9e51-fb06-4283-9cc9-91aa06ce6816,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
327,2025-07-28 06:34:17.563947,India,100000.0,0.95,0.45,0.12,0.024,Saurabh,₹,1.0,0.5,0.15,0.03,0.0,0.0,0.0,0.0,20000.0,30000.0,8.5,0.0,824d5fe7-8395-4af7-a1fd-70dcac40d024,bundle,100000.0,North,,,,,,,,,,,,,,,,,,,,,,,,
326,2025-07-28 06:30:28.857834,India,100000.0,1.0,0.5,0.15,0.03,Saurabh,₹,1.0,0.5,0.15,0.03,0.0,0.0,0.0,0.0,20000.0,30000.0,8.5,0.0,37a1941c-0eff-4928-a51c-8c4113ee2fca,volumes,0.0,North,,,,,,,,,,,,,,,,,,,,,,,,
325,2025-07-25 13:18:13.573193,India,175000.0,1.0,0.5,0.15,0.03,Arpan Dutta,₹,1.0,0.5,0.15,0.03,20000.0,50000.0,50000.0,50000.0,20000.0,30000.0,6.0,20.0,76641fbd-cecc-4fda-986f-9767abfd4186,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
324,2025-07-25 13:15:30.375533,India,225000.0,1.0,0.5,0.15,0.03,Arpan Dutta,₹,1.0,0.5,0.15,0.03,50000.0,50000.0,50000.0,50000.0,20000.0,30000.0,3.5,20.0,208571a6-c433-48a5-9bfd-148cf8457d1a,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
320,2025-07-25 09:52:50.729331,India,100000.0,0.8,0.5,0.15,0.03,Vikas Kumar,₹,0.8,0.5,0.15,0.03,500000.0,50000.0,100000.0,50000.0,20000.0,30000.0,6.0,10.0,d74cfce0-119c-4cf6-a60d-c40bdd4759d0,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
319,2025-07-25 09:51:13.238882,India,100000.0,0.95,0.5,0.15,0.03,Vikas Kumar,₹,0.95,0.5,0.15,0.03,100000.0,50000.0,100000.0,50000.0,20000.0,30000.0,6.0,10.0,90e72d27-4ba3-4f8b-bf82-a55a1c9b592f,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
315,2025-07-24 14:20:01.632618,India,100000.0,0.95,0.5,0.15,0.03,Vikas Kumar,₹,0.95,0.5,0.15,0.03,100000.0,50000.0,200000.0,50000.0,20000.0,30000.0,7.5,10.0,f96c0d1b-1f59-4e84-89f3-e41d97f137f6,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
286,2025-07-24 12:58:11,India,300000.0,0.5,0.5,0.15,0.025,Nitin,₹,1.0,0.5,0.15,0.03,0.0,5000.0,100000.0,0.0,20000.0,30000.0,7.0,20.0,252b292b-03e8-4021-aee8-3b7ef6ff929d,volumes,,North,,,,,,,,,,,,,,,,,,,,,,,,
314,2025-07-24 12:36:53.118411,India,225000.0,1.0,0.3,0.3,0.03,Kat,₹,1.0,0.5,0.15,0.03,50000.0,50000.0,50000.0,50000.0,20000.0,30000.0,10.5,20.0,de948a2c-80e9-428a-8e26-56ee1f5c30b5,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
313,2025-07-24 12:35:34.563046,India,225000.0,1.0,0.3,0.5,0.03,Kat,₹,1.0,0.5,0.15,0.03,50000.0,50000.0,50000.0,50000.0,20000.0,30000.0,10.5,20.0,324e39f9-1e4f-4063-ae48-145e7c83a723,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
312,2025-07-24 12:34:29.186246,India,185000.0,1.0,0.5,0.15,0.03,Kat,₹,1.0,0.5,0.15,0.03,50000.0,50000.0,50000.0,50000.0,20000.0,30000.0,10.5,20.0,6d92e2e9-8129-4296-99a3-d84034159a10,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
311,2025-07-24 12:34:03.604404,India,225000.0,1.0,0.5,0.15,0.03,Kat,₹,1.0,0.5,0.15,0.03,50000.0,50000.0,50000.0,50000.0,20000.0,30000.0,10.5,20.0,0bfcd54b-d742-4a6d-8bba-de3c060c6d6d,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
310,2025-07-24 12:32:59.332374,India,225000.0,1.5,0.3,0.12,0.03,Kat,₹,1.0,0.5,0.12,0.03,50000.0,50000.0,1000000.0,1000000.0,20000.0,30000.0,10.5,20.0,d6c4713a-48e3-4bae-b159-17f2c28c8cae,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
283,2025-07-24 05:19:37.785940,India,1650.0,0.0167,0.015,0.005,0.001,Saathwik,$,0.0333,0.015,0.005,0.001,0.0,50000.0,10000.0,10000.0,300.0,420.0,11.5,0.0,be7ebaf2-5a2b-4094-b6a3-20ffc69b78e1,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
270,2025-07-23 11:09:08.229588,LATAM,2834.0,0.05,0.025,0.0075,0.0008,Matheus,$,0.05,0.025,0.0075,0.0015,1000.0,1000.0,1000.0,0.0,400.0,500.0,6.5,10.0,18537094-ffcb-4d85-b13c-d9e02bf37eb5,volumes,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,
267,2025-07-23 10:14:27.070757,India,100000.0,0.5,0.5,0.12,0.03,Kat,₹,1.0,0.5,0.12,0.03,0.0,100000.0,1000000.0,1000000.0,20000.0,30000.0,11.5,0.0,23aa2440-3e29-4491-92f2-b97f81431fdc,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
266,2025-07-23 10:08:49.369309,India,200000.0,0.5,0.5,0.12,0.03,Kat,₹,1.0,0.5,0.12,0.03,0.0,100000.0,1000000.0,1000000.0,20000.0,30000.0,11.5,0.0,f5dca020-dc0a-40b4-80ad-20b86ef30877,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
265,2025-07-23 10:07:29.904479,India,200000.0,0.5,0.5,0.12,0.03,Kat,₹,1.0,0.5,0.12,0.03,0.0,100000.0,1000000.0,1000000.0,20000.0,30000.0,11.5,0.0,3b625e4d-f6d2-4dd3-9050-6ca032b2e022,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
264,2025-07-23 10:07:07.288048,India,200000.0,0.5,0.5,0.12,0.03,Kat,₹,1.0,0.5,0.12,0.03,0.0,100000.0,1000000.0,1000000.0,20000.0,30000.0,11.5,0.0,e8c9dd7f-0351-45e1-9003-214bfaeb4df9,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
262,2025-07-23 09:58:40.627262,India,200000.0,0.5,0.5,0.12,0.03,Kat,₹,1.0,0.5,0.12,0.03,0.0,50000.0,1000000.0,1000000.0,20000.0,30000.0,6.5,0.0,d0a21f95-e201-42ac-9d33-cb417f98bf03,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
261,2025-07-23 09:55:43.772508,India,150000.0,0.5,0.5,0.12,0.03,Kat,₹,1.0,0.5,0.12,0.03,0.0,50000.0,1000000.0,1000000.0,20000.0,30000.0,9.5,0.0,3c3d8426-812b-4cd3-bdae-1c795dc05490,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
260,2025-07-23 09:52:33.310595,India,150000.0,0.5,0.5,0.12,0.03,Kat,₹,1.0,0.5,0.12,0.03,0.0,50000.0,1000000.0,1000000.0,20000.0,30000.0,9.5,0.0,01f81bec-d372-4460-9c58-4459c9e24c5a,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
255,2025-07-23 08:22:38.896592,India,100000.0,0.3,0.1,0.1,0.025,Ankit,₹,0.3,0.1,0.0,0.0,100000.0,1000000.0,0.0,0.0,20000.0,30000.0,0.0,0.0,9e9d25a5-1a54-4124-a7e1-054585b13ee7,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
250,2025-07-23 07:49:23.787989,India,100000.0,0.25,0.1,0.1,0.025,Ankit,₹,0.25,0.1,0.0,0.0,250000.0,1000000.0,0.0,0.0,20000.0,30000.0,0.0,0.0,bef5be6a-656f-4390-816d-3d135bad0677,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
249,2025-07-23 07:49:20.162563,India,100000.0,0.25,0.1,0.1,0.025,Ankit,₹,0.25,0.1,0.0,0.0,250000.0,1000000.0,0.0,0.0,20000.0,30000.0,0.0,0.0,bef5be6a-656f-4390-816d-3d135bad0677,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
248,2025-07-23 07:48:57.302613,India,100000.0,0.25,0.1,0.1,0.025,Ankit,₹,0.25,0.1,0.0,0.0,250000.0,1000000.0,0.0,0.0,20000.0,30000.0,0.0,0.0,bef5be6a-656f-4390-816d-3d135bad0677,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
247,2025-07-23 07:48:37.379626,India,100000.0,0.25,0.1,0.1,0.025,Ankit,₹,0.25,0.1,0.0,0.0,250000.0,1000000.0,0.0,0.0,20000.0,30000.0,0.0,0.0,60611072-4670-4391-894a-d4bbbefdb71e,volumes,,South,,,,,,,,,,,,,,,,,,,,,,,,
